# deployed-artifacts.tsv — what runs on this host, and where its source is recorded.
#
# WHY THIS FILE EXISTS: on 2026-08-18 the production Slack reply path — four
# root-owned components — ran for hours while existing in NO repository. git
# status was clean in every clone, because the files lived in /usr/local/sbin and
# /etc/systemd/system, outside any working tree. QA had nothing to inspect and
# blocked. A dirty-tree check cannot catch that class; only an inventory can.
#
# Format:  <host path> <TAB> <repo key> <TAB> <path within that repo>
# Repo keys resolve to bare repos in doctor.sh (the record, not a working copy).
# A line here is a CLAIM that the host file must byte-match the committed source.
# Add a line the moment you install something; that is the whole point.

/usr/local/bin/notify	agent-os	provisioning/notify
/usr/local/bin/provision-env	agent-os	provisioning/provision-env
/usr/local/bin/deploy	agent-os	provisioning/deploy
/usr/local/lib/deploy/eric-deployable.allow	agent-os	provisioning/eric-deployable.allow
/usr/local/bin/notify-queue	slack-bridge	deploy/notify-queue
/usr/local/sbin/slack-bridge-relay	slack-bridge	deploy/slack-bridge-relay
/etc/systemd/system/slack-bridge.service	slack-bridge	systemd/slack-bridge.service
/etc/systemd/system/slack-bridge-relay.path	slack-bridge	systemd/slack-bridge-relay.path
/etc/systemd/system/slack-bridge-relay.service	slack-bridge	systemd/slack-bridge-relay.service
/usr/local/bin/intake	slack-bridge	deploy/intake-wrapper
/usr/local/lib/intake/intake	slack-bridge	deploy/intake
/usr/local/bin/intake-queue	slack-bridge	deploy/intake-queue
/usr/local/sbin/slack-bridge-intake-runner	slack-bridge	deploy/slack-bridge-intake-runner
/etc/systemd/system/slack-bridge-intake-runner.path	slack-bridge	systemd/slack-bridge-intake-runner.path
/etc/systemd/system/slack-bridge-intake-runner.service	slack-bridge	systemd/slack-bridge-intake-runner.service
/usr/local/bin/answer-queue	slack-bridge	deploy/answer-queue
/usr/local/sbin/slack-bridge-answer-runner	slack-bridge	deploy/slack-bridge-answer-runner
/usr/local/lib/answer/answerlib.py	slack-bridge	deploy/answerlib.py
/usr/local/lib/answer/status-answer	slack-bridge	deploy/status-answer
/usr/local/lib/answer/question-answer	slack-bridge	deploy/question-answer
/usr/local/lib/answer/question-answer-wrapper	slack-bridge	deploy/question-answer-wrapper
/etc/systemd/system/slack-bridge-status-runner.path	slack-bridge	systemd/slack-bridge-status-runner.path
/etc/systemd/system/slack-bridge-status-runner.service	slack-bridge	systemd/slack-bridge-status-runner.service
/etc/systemd/system/slack-bridge-question-runner.path	slack-bridge	systemd/slack-bridge-question-runner.path
/etc/systemd/system/slack-bridge-question-runner.service	slack-bridge	systemd/slack-bridge-question-runner.service
/usr/local/sbin/conversation-runner	agent-os	provisioning/conversation-runner
/usr/local/sbin/token-keepalive.sh	agent-os	provisioning/token-keepalive.sh
/etc/systemd/system/slack-bridge-conversation-runner.path	agent-os	provisioning/systemd/slack-bridge-conversation-runner.path
/etc/systemd/system/slack-bridge-conversation-runner.service	agent-os	provisioning/systemd/slack-bridge-conversation-runner.service
/etc/systemd/system/maegley-token-keepalive.service	agent-os	provisioning/systemd/maegley-token-keepalive.service
/etc/systemd/system/maegley-token-keepalive.timer	agent-os	provisioning/systemd/maegley-token-keepalive.timer
/usr/local/bin/conversation-queue	slack-bridge	deploy/conversation-queue
/usr/local/bin/approve	slack-bridge	deploy/approve
/usr/local/bin/approve-queue	slack-bridge	deploy/approve-queue
/usr/local/sbin/slack-bridge-approve-runner	slack-bridge	deploy/slack-bridge-approve-runner
/etc/systemd/system/slack-bridge-approve-runner.path	slack-bridge	systemd/slack-bridge-approve-runner.path
/etc/systemd/system/slack-bridge-approve-runner.service	slack-bridge	systemd/slack-bridge-approve-runner.service
/opt/slack-bridge/slackbridge/intent.py	slack-bridge	slackbridge/intent.py
